PAC,district,id,left,top,right,bottom,seekinghelpnum,stationnum,hospitalnum,oldpeonum
420111,洪山区,543,889667.5035,3818391.12,890667.5035,3817391.12,0,0,0,1
420111,洪山区,544,889667.5035,3817391.12,890667.5035,3816391.12,0,0,0,0
420111,洪山区,545,889667.5035,3816391.12,890667.5035,3815391.12,0,0,0,0
420111,洪山区,546,889667.5035,3815391.12,890667.5035,3814391.12,0,0,0,0
420111,洪山区,547,889667.5035,3814391.12,890667.5035,3813391.12,0,0,0,0
420111,洪山区,548,889667.5035,3813391.12,890667.5035,3812391.12,0,2,0,0
420111,洪山区,549,889667.5035,3812391.12,890667.5035,3811391.12,0,0,0,0
420102,江岸区,553,890667.5035,3837391.12,891667.5035,3836391.12,0,0,0,0
420102,江岸区,554,890667.5035,3836391.12,891667.5035,3835391.12,0,0,0,0
420102,江岸区,555,890667.5035,3835391.12,891667.5035,3834391.12,0,0,0,0
420102,江岸区,556,890667.5035,3834391.12,891667.5035,3833391.12,0,0,0,0
420102,江岸区,557,890667.5035,3833391.12,891667.5035,3832391.12,0,0,0,0
420111,洪山区,558,890667.5035,3832391.12,891667.5035,3831391.12,0,0,0,0
420102,江岸区,559,890667.5035,3831391.12,891667.5035,3830391.12,0,0,0,0
420102,江岸区,560,890667.5035,3830391.12,891667.5035,3829391.12,0,0,0,0
420106,武昌区,561,890667.5035,3829391.12,891667.5035,3828391.12,0,0,0,0
420106,武昌区,562,890667.5035,3828391.12,891667.5035,3827391.12,0,0,0,0
420106,武昌区,563,890667.5035,3827391.12,891667.5035,3826391.12,0,0,0,0
420106,武昌区,564,890667.5035,3826391.12,891667.5035,3825391.12,1,2,0,0
420106,武昌区,565,890667.5035,3825391.12,891667.5035,3824391.12,2,0,0,0
420106,武昌区,566,890667.5035,3824391.12,891667.5035,3823391.12,0,0,0,0
420111,洪山区,567,890667.5035,3823391.12,891667.5035,3822391.12,0,0,0,0
420106,武昌区,568,890667.5035,3822391.12,891667.5035,3821391.12,0,2,0,0
420106,武昌区,569,890667.5035,3821391.12,891667.5035,3820391.12,2,4,0,0
420106,武昌区,570,890667.5035,3820391.12,891667.5035,3819391.12,2,6,0,0
420106,武昌区,571,890667.5035,3819391.12,891667.5035,3818391.12,0,0,1,0
420111,洪山区,572,890667.5035,3818391.12,891667.5035,3817391.12,0,0,0,0
420111,洪山区,573,890667.5035,3817391.12,891667.5035,3816391.12,0,0,0,0
420111,洪山区,574,890667.5035,3816391.12,891667.5035,3815391.12,0,0,0,0
420111,洪山区,575,890667.5035,3815391.12,891667.5035,3814391.12,0,0,0,0
420111,洪山区,576,890667.5035,3814391.12,891667.5035,3813391.12,0,0,0,0
420111,洪山区,577,890667.5035,3813391.12,891667.5035,3812391.12,0,0,0,0
420111,洪山区,578,890667.5035,3812391.12,891667.5035,3811391.12,0,0,0,0
420102,江岸区,582,891667.5035,3837391.12,892667.5035,3836391.12,0,2,0,0
420102,江岸区,583,891667.5035,3836391.12,892667.5035,3835391.12,0,2,0,0
420102,江岸区,584,891667.5035,3835391.12,892667.5035,3834391.12,0,0,0,0
420102,江岸区,585,891667.5035,3834391.12,892667.5035,3833391.12,0,0,0,0
420111,洪山区,585,891667.5035,3834391.12,892667.5035,3833391.12,0,0,0,0
420111,洪山区,586,891667.5035,3833391.12,892667.5035,3832391.12,0,0,0,0
420111,洪山区,587,891667.5035,3832391.12,892667.5035,3831391.12,0,0,0,0
420107,青山区,588,891667.5035,3831391.12,892667.5035,3830391.12,0,0,0,0
420106,武昌区,589,891667.5035,3830391.12,892667.5035,3829391.12,0,0,0,0
420107,青山区,589,891667.5035,3830391.12,892667.5035,3829391.12,0,0,0,0
420106,武昌区,590,891667.5035,3829391.12,892667.5035,3828391.12,0,0,0,0
420107,青山区,590,891667.5035,3829391.12,892667.5035,3828391.12,0,0,0,0
420106,武昌区,591,891667.5035,3828391.12,892667.5035,3827391.12,0,0,0,0
420106,武昌区,592,891667.5035,3827391.12,892667.5035,3826391.12,0,0,0,0
420106,武昌区,593,891667.5035,3826391.12,892667.5035,3825391.12,0,2,0,0
420111,洪山区,593,891667.5035,3826391.12,892667.5035,3825391.12,0,2,0,0
420106,武昌区,594,891667.5035,3825391.12,892667.5035,3824391.12,1,2,0,0
420106,武昌区,595,891667.5035,3824391.12,892667.5035,3823391.12,0,0,0,0
420111,洪山区,595,891667.5035,3824391.12,892667.5035,3823391.12,0,2,0,0
420106,武昌区,596,891667.5035,3823391.12,892667.5035,3822391.12,0,2,0,0
420106,武昌区,597,891667.5035,3822391.12,892667.5035,3821391.12,0,0,0,0
420106,武昌区,598,891667.5035,3821391.12,892667.5035,3820391.12,0,0,0,0
420106,武昌区,599,891667.5035,3820391.12,892667.5035,3819391.12,0,0,0,0
420111,洪山区,600,891667.5035,3819391.12,892667.5035,3818391.12,1,0,0,0
420111,洪山区,601,891667.5035,3818391.12,892667.5035,3817391.12,0,0,0,0
420111,洪山区,602,891667.5035,3817391.12,892667.5035,3816391.12,0,0,0,0
420111,洪山区,603,891667.5035,3816391.12,892667.5035,3815391.12,0,0,0,0
420111,洪山区,604,891667.5035,3815391.12,892667.5035,3814391.12,0,0,0,0
420111,洪山区,605,891667.5035,3814391.12,892667.5035,3813391.12,0,0,0,0
420111,洪山区,606,891667.5035,3813391.12,892667.5035,3812391.12,0,0,0,0
420111,洪山区,607,891667.5035,3812391.12,892667.5035,3811391.12,0,0,0,0
420102,江岸区,611,892667.5035,3837391.12,893667.5035,3836391.12,0,0,0,0
420102,江岸区,612,892667.5035,3836391.12,893667.5035,3835391.12,0,0,0,0
420111,洪山区,613,892667.5035,3835391.12,893667.5035,3834391.12,0,0,0,0
420102,江岸区,614,892667.5035,3834391.12,893667.5035,3833391.12,0,0,0,0
420111,洪山区,615,892667.5035,3833391.12,893667.5035,3832391.12,0,0,0,0
420107,青山区,616,892667.5035,3832391.12,893667.5035,3831391.12,0,0,0,0
420107,青山区,617,892667.5035,3831391.12,893667.5035,3830391.12,0,0,0,2
420107,青山区,618,892667.5035,3830391.12,893667.5035,3829391.12,0,0,0,0
420106,武昌区,619,892667.5035,3829391.12,893667.5035,3828391.12,0,0,0,0
420111,洪山区,619,892667.5035,3829391.12,893667.5035,3828391.12,0,0,0,0
420106,武昌区,620,892667.5035,3828391.12,893667.5035,3827391.12,0,0,0,0
420111,洪山区,621,892667.5035,3827391.12,893667.5035,3826391.12,0,0,0,0
420111,洪山区,622,892667.5035,3826391.12,893667.5035,3825391.12,5,2,0,0
420106,武昌区,623,892667.5035,3825391.12,893667.5035,3824391.12,3,4,0,0
420111,洪山区,623,892667.5035,3825391.12,893667.5035,3824391.12,3,4,0,0
420106,武昌区,624,892667.5035,3824391.12,893667.5035,3823391.12,7,0,0,0
420106,武昌区,625,892667.5035,3823391.12,893667.5035,3822391.12,0,0,0,0
420106,武昌区,626,892667.5035,3822391.12,893667.5035,3821391.12,0,0,0,0
420106,武昌区,627,892667.5035,3821391.12,893667.5035,3820391.12,0,0,0,0
420106,武昌区,628,892667.5035,3820391.12,893667.5035,3819391.12,1,0,0,0
420111,洪山区,628,892667.5035,3820391.12,893667.5035,3819391.12,1,0,0,0
420111,洪山区,629,892667.5035,3819391.12,893667.5035,3818391.12,6,2,1,0
420111,洪山区,630,892667.5035,3818391.12,893667.5035,3817391.12,4,0,0,0
420111,洪山区,631,892667.5035,3817391.12,893667.5035,3816391.12,1,0,0,0
420111,洪山区,632,892667.5035,3816391.12,893667.5035,3815391.12,0,0,0,1
420111,洪山区,633,892667.5035,3815391.12,893667.5035,3814391.12,0,0,0,0
420111,洪山区,634,892667.5035,3814391.12,893667.5035,3813391.12,0,0,0,0
420111,洪山区,635,892667.5035,3813391.12,893667.5035,3812391.12,0,0,0,0
420111,洪山区,636,892667.5035,3812391.12,893667.5035,3811391.12,0,0,0,0
420102,江岸区,640,893667.5035,3837391.12,894667.5035,3836391.12,0,0,0,0
420102,江岸区,641,893667.5035,3836391.12,894667.5035,3835391.12,0,0,0,0
420111,洪山区,641,893667.5035,3836391.12,894667.5035,3835391.12,0,0,0,0
420111,洪山区,642,893667.5035,3835391.12,894667.5035,3834391.12,0,0,0,0
420111,洪山区,643,893667.5035,3834391.12,894667.5035,3833391.12,0,0,0,0
420107,青山区,644,893667.5035,3833391.12,894667.5035,3832391.12,0,0,0,0
420107,青山区,645,893667.5035,3832391.12,894667.5035,3831391.12,0,0,0,0
420111,洪山区,645,893667.5035,3832391.12,894667.5035,3831391.12,0,0,0,0
420107,青山区,646,893667.5035,3831391.12,894667.5035,3830391.12,0,0,0,1
420107,青山区,647,893667.5035,3830391.12,894667.5035,3829391.12,0,0,0,0
420111,洪山区,648,893667.5035,3829391.12,894667.5035,3828391.12,0,0,0,0
420111,洪山区,649,893667.5035,3828391.12,894667.5035,3827391.12,0,2,0,0
420111,洪山区,650,893667.5035,3827391.12,894667.5035,3826391.12,0,2,0,0
420111,洪山区,651,893667.5035,3826391.12,894667.5035,3825391.12,5,0,0,0
420111,洪山区,652,893667.5035,3825391.12,894667.5035,3824391.12,1,2,0,0
420106,武昌区,653,893667.5035,3824391.12,894667.5035,3823391.12,8,0,0,0
420106,武昌区,654,893667.5035,3823391.12,894667.5035,3822391.12,0,0,1,0
420106,武昌区,655,893667.5035,3822391.12,894667.5035,3821391.12,0,0,0,0
420106,武昌区,656,893667.5035,3821391.12,894667.5035,3820391.12,0,0,0,0
420111,洪山区,657,893667.5035,3820391.12,894667.5035,3819391.12,1,0,0,0
420111,洪山区,658,893667.5035,3819391.12,894667.5035,3818391.12,7,2,1,0
420111,洪山区,659,893667.5035,3818391.12,894667.5035,3817391.12,5,0,0,0
420111,洪山区,660,893667.5035,3817391.12,894667.5035,3816391.12,2,0,0,0
420111,洪山区,661,893667.5035,3816391.12,894667.5035,3815391.12,0,0,0,1
420111,洪山区,662,893667.5035,3815391.12,894667.5035,3814391.12,0,0,0,0
420111,洪山区,663,893667.5035,3814391.12,894667.5035,3813391.12,0,0,0,0
420111,洪山区,664,893667.5035,3813391.12,894667.5035,3812391.12,0,0,0,0
420111,洪山区,670,894667.5035,3836391.12,895667.5035,3835391.12,0,0,0,0
420111,洪山区,671,894667.5035,3835391.12,895667.5035,3834391.12,0,0,0,0
420111,洪山区,672,894667.5035,3834391.12,895667.5035,3833391.12,0,0,0,0
420111,洪山区,673,894667.5035,3833391.12,895667.5035,3832391.12,0,0,0,0
420107,青山区,674,894667.5035,3832391.12,895667.5035,3831391.12,0,0,0,0
420107,青山区,675,894667.5035,3831391.12,895667.5035,3830391.12,0,0,1,0
420107,青山区,676,894667.5035,3830391.12,895667.5035,3829391.12,0,0,0,0
420111,洪山区,676,894667.5035,3830391.12,895667.5035,3829391.12,0,0,0,0
420111,洪山区,677,894667.5035,3829391.12,895667.5035,3828391.12,0,0,0,0
420111,洪山区,678,894667.5035,3828391.12,895667.5035,3827391.12,0,2,0,0
420106,武昌区,679,894667.5035,3827391.12,895667.5035,3826391.12,0,0,0,0
420106,武昌区,680,894667.5035,3826391.12,895667.5035,3825391.12,0,0,1,0
420111,洪山区,680,894667.5035,3826391.12,895667.5035,3825391.12,0,0,1,0
420106,武昌区,681,894667.5035,3825391.12,895667.5035,3824391.12,0,0,0,0
420111,洪山区,681,894667.5035,3825391.12,895667.5035,3824391.12,0,0,0,0
420106,武昌区,682,894667.5035,3824391.12,895667.5035,3823391.12,0,0,0,0
420106,武昌区,683,894667.5035,3823391.12,895667.5035,3822391.12,0,0,0,0
420106,武昌区,684,894667.5035,3822391.12,895667.5035,3821391.12,0,0,0,0
420111,洪山区,685,894667.5035,3821391.12,895667.5035,3820391.12,0,0,0,0
420106,武昌区,686,894667.5035,3820391.12,895667.5035,3819391.12,0,0,0,0
420111,洪山区,687,894667.5035,3819391.12,895667.5035,3818391.12,1,0,0,0
420111,洪山区,688,894667.5035,3818391.12,895667.5035,3817391.12,3,2,0,0
420111,洪山区,689,894667.5035,3817391.12,895667.5035,3816391.12,0,0,0,1
420111,洪山区,690,894667.5035,3816391.12,895667.5035,3815391.12,0,0,1,2
420111,洪山区,691,894667.5035,3815391.12,895667.5035,3814391.12,0,0,0,0
420111,洪山区,692,894667.5035,3814391.12,895667.5035,3813391.12,0,0,0,0
420111,洪山区,693,894667.5035,3813391.12,895667.5035,3812391.12,0,0,0,0
420111,洪山区,700,895667.5035,3835391.12,896667.5035,3834391.12,0,0,0,0
420107,青山区,701,895667.5035,3834391.12,896667.5035,3833391.12,0,0,0,0
420111,洪山区,701,895667.5035,3834391.12,896667.5035,3833391.12,0,0,0,0
420107,青山区,702,895667.5035,3833391.12,896667.5035,3832391.12,0,0,0,0
420107,青山区,703,895667.5035,3832391.12,896667.5035,3831391.12,0,0,0,0
420111,洪山区,704,895667.5035,3831391.12,896667.5035,3830391.12,0,0,0,1
420107,青山区,705,895667.5035,3830391.12,896667.5035,3829391.12,0,0,0,0
420111,洪山区,706,895667.5035,3829391.12,896667.5035,3828391.12,0,0,0,0
420106,武昌区,707,895667.5035,3828391.12,896667.5035,3827391.12,0,0,0,0
420111,洪山区,708,895667.5035,3827391.12,896667.5035,3826391.12,0,0,0,0
420106,武昌区,709,895667.5035,3826391.12,896667.5035,3825391.12,0,0,0,0
420106,武昌区,710,895667.5035,3825391.12,896667.5035,3824391.12,0,0,0,0
420106,武昌区,711,895667.5035,3824391.12,896667.5035,3823391.12,0,0,0,0
420106,武昌区,712,895667.5035,3823391.12,896667.5035,3822391.12,0,0,0,0
420106,武昌区,713,895667.5035,3822391.12,896667.5035,3821391.12,0,0,0,0
420106,武昌区,714,895667.5035,3821391.12,896667.5035,3820391.12,0,0,0,0
420111,洪山区,714,895667.5035,3821391.12,896667.5035,3820391.12,0,0,0,0
420111,洪山区,715,895667.5035,3820391.12,896667.5035,3819391.12,0,0,0,0
420111,洪山区,716,895667.5035,3819391.12,896667.5035,3818391.12,0,0,0,0
420111,洪山区,717,895667.5035,3818391.12,896667.5035,3817391.12,2,0,0,1
420111,洪山区,718,895667.5035,3817391.12,896667.5035,3816391.12,1,2,0,0
420111,洪山区,719,895667.5035,3816391.12,896667.5035,3815391.12,0,0,0,2
420111,洪山区,720,895667.5035,3815391.12,896667.5035,3814391.12,0,0,0,0
420111,洪山区,721,895667.5035,3814391.12,896667.5035,3813391.12,0,0,0,0
420107,青山区,732,896667.5035,3832391.12,897667.5035,3831391.12,0,0,0,0
420111,洪山区,733,896667.5035,3831391.12,897667.5035,3830391.12,0,0,0,0
420111,洪山区,734,896667.5035,3830391.12,897667.5035,3829391.12,0,0,0,0
420111,洪山区,735,896667.5035,3829391.12,897667.5035,3828391.12,0,0,0,0
420111,洪山区,736,896667.5035,3828391.12,897667.5035,3827391.12,0,2,0,0
420106,武昌区,737,896667.5035,3827391.12,897667.5035,3826391.12,0,0,0,0
420106,武昌区,738,896667.5035,3826391.12,897667.5035,3825391.12,0,0,0,0
420106,武昌区,739,896667.5035,3825391.12,897667.5035,3824391.12,0,0,0,0
420111,洪山区,740,896667.5035,3824391.12,897667.5035,3823391.12,0,0,0,0
420111,洪山区,741,896667.5035,3823391.12,897667.5035,3822391.12,0,0,0,0
420111,洪山区,742,896667.5035,3822391.12,897667.5035,3821391.12,0,0,0,0
420106,武昌区,743,896667.5035,3821391.12,897667.5035,3820391.12,0,0,0,0
420111,洪山区,743,896667.5035,3821391.12,897667.5035,3820391.12,0,0,0,0
420111,洪山区,744,896667.5035,3820391.12,897667.5035,3819391.12,0,0,0,0
420111,洪山区,745,896667.5035,3819391.12,897667.5035,3818391.12,1,2,0,0
420111,洪山区,746,896667.5035,3818391.12,897667.5035,3817391.12,0,0,0,0
420111,洪山区,747,896667.5035,3817391.12,897667.5035,3816391.12,0,0,0,0
420111,洪山区,748,896667.5035,3816391.12,897667.5035,3815391.12,0,0,0,0
420111,洪山区,749,896667.5035,3815391.12,897667.5035,3814391.12,0,0,0,0
420111,洪山区,762,897667.5035,3831391.12,898667.5035,3830391.12,0,0,0,0
420111,洪山区,763,897667.5035,3830391.12,898667.5035,3829391.12,0,0,0,0
420111,洪山区,764,897667.5035,3829391.12,898667.5035,3828391.12,0,4,0,0
420106,武昌区,765,897667.5035,3828391.12,898667.5035,3827391.12,0,0,0,0
420106,武昌区,766,897667.5035,3827391.12,898667.5035,3826391.12,0,0,0,0
420111,洪山区,767,897667.5035,3826391.12,898667.5035,3825391.12,0,0,0,0
420111,洪山区,768,897667.5035,3825391.12,898667.5035,3824391.12,0,0,0,0
420106,武昌区,769,897667.5035,3824391.12,898667.5035,3823391.12,0,0,0,0
420111,洪山区,770,897667.5035,3823391.12,898667.5035,3822391.12,0,0,0,0
420111,洪山区,771,897667.5035,3822391.12,898667.5035,3821391.12,0,0,0,0
420111,洪山区,772,897667.5035,3821391.12,898667.5035,3820391.12,0,0,0,0
420111,洪山区,773,897667.5035,3820391.12,898667.5035,3819391.12,0,0,0,0
420111,洪山区,774,897667.5035,3819391.12,898667.5035,3818391.12,2,0,0,0
420111,洪山区,775,897667.5035,3818391.12,898667.5035,3817391.12,0,2,1,0
420111,洪山区,776,897667.5035,3817391.12,898667.5035,3816391.12,0,0,0,0
420111,洪山区,777,897667.5035,3816391.12,898667.5035,3815391.12,0,0,0,0
420111,洪山区,778,897667.5035,3815391.12,898667.5035,3814391.12,0,0,0,0
420111,洪山区,779,897667.5035,3814391.12,898667.5035,3813391.12,0,0,0,0
420107,青山区,793,898667.5035,3829391.12,899667.5035,3828391.12,0,0,0,0
420111,洪山区,794,898667.5035,3828391.12,899667.5035,3827391.12,0,0,0,0
420111,洪山区,795,898667.5035,3827391.12,899667.5035,3826391.12,0,0,0,0
420111,洪山区,796,898667.5035,3826391.12,899667.5035,3825391.12,0,0,0,0
420111,洪山区,797,898667.5035,3825391.12,899667.5035,3824391.12,0,0,0,0
420111,洪山区,798,898667.5035,3824391.12,899667.5035,3823391.12,0,0,0,0
420111,洪山区,799,898667.5035,3823391.12,899667.5035,3822391.12,0,0,0,0
420111,洪山区,800,898667.5035,3822391.12,899667.5035,3821391.12,0,0,0,0
420111,洪山区,801,898667.5035,3821391.12,899667.5035,3820391.12,0,0,0,0
420111,洪山区,802,898667.5035,3820391.12,899667.5035,3819391.12,0,0,0,0
420111,洪山区,803,898667.5035,3819391.12,899667.5035,3818391.12,0,0,0,0
420111,洪山区,804,898667.5035,3818391.12,899667.5035,3817391.12,0,2,1,0
420111,洪山区,805,898667.5035,3817391.12,899667.5035,3816391.12,0,0,0,0
420111,洪山区,806,898667.5035,3816391.12,899667.5035,3815391.12,0,0,0,0
420111,洪山区,807,898667.5035,3815391.12,899667.5035,3814391.12,0,0,0,0
420111,洪山区,824,899667.5035,3827391.12,900667.5035,3826391.12,0,0,0,0
420111,洪山区,825,899667.5035,3826391.12,900667.5035,3825391.12,0,0,0,0
420111,洪山区,826,899667.5035,3825391.12,900667.5035,3824391.12,0,0,0,0
420111,洪山区,827,899667.5035,3824391.12,900667.5035,3823391.12,0,0,0,0
420111,洪山区,828,899667.5035,3823391.12,900667.5035,3822391.12,0,0,0,0
420111,洪山区,829,899667.5035,3822391.12,900667.5035,3821391.12,0,0,0,0
420111,洪山区,830,899667.5035,3821391.12,900667.5035,3820391.12,0,0,0,0
420111,洪山区,831,899667.5035,3820391.12,900667.5035,3819391.12,0,0,0,0
420111,洪山区,832,899667.5035,3819391.12,900667.5035,3818391.12,0,0,0,0
420111,洪山区,833,899667.5035,3818391.12,900667.5035,3817391.12,0,2,0,0
420111,洪山区,834,899667.5035,3817391.12,900667.5035,3816391.12,0,2,0,0
420111,洪山区,835,899667.5035,3816391.12,900667.5035,3815391.12,0,0,0,0
420111,洪山区,836,899667.5035,3815391.12,900667.5035,3814391.12,0,0,0,0
420111,洪山区,854,900667.5035,3826391.12,901667.5035,3825391.12,0,0,0,0
420111,洪山区,855,900667.5035,3825391.12,901667.5035,3824391.12,0,0,0,0
420111,洪山区,856,900667.5035,3824391.12,901667.5035,3823391.12,0,0,0,0
420111,洪山区,857,900667.5035,3823391.12,901667.5035,3822391.12,0,0,0,0
420111,洪山区,858,900667.5035,3822391.12,901667.5035,3821391.12,0,0,0,0
420111,洪山区,859,900667.5035,3821391.12,901667.5035,3820391.12,0,0,0,0
420111,洪山区,860,900667.5035,3820391.12,901667.5035,3819391.12,0,0,0,0
420111,洪山区,861,900667.5035,3819391.12,901667.5035,3818391.12,0,0,0,0
420111,洪山区,862,900667.5035,3818391.12,901667.5035,3817391.12,0,0,0,0
420111,洪山区,863,900667.5035,3817391.12,901667.5035,3816391.12,0,0,0,0
420111,洪山区,885,901667.5035,3824391.12,902667.5035,3823391.12,0,0,0,0
420111,洪山区,886,901667.5035,3823391.12,902667.5035,3822391.12,0,0,0,0
420111,洪山区,887,901667.5035,3822391.12,902667.5035,3821391.12,0,0,0,0
420111,洪山区,888,901667.5035,3821391.12,902667.5035,3820391.12,0,0,0,0
420111,洪山区,889,901667.5035,3820391.12,902667.5035,3819391.12,0,0,0,0
420111,洪山区,890,901667.5035,3819391.12,902667.5035,3818391.12,0,0,0,0
420111,洪山区,891,901667.5035,3818391.12,902667.5035,3817391.12,0,0,0,0
420111,洪山区,892,901667.5035,3817391.12,902667.5035,3816391.12,0,0,0,0
420111,洪山区,916,902667.5035,3822391.12,903667.5035,3821391.12,0,0,0,0
420111,洪山区,917,902667.5035,3821391.12,903667.5035,3820391.12,0,0,0,0
420111,洪山区,918,902667.5035,3820391.12,903667.5035,3819391.12,0,0,0,0
420111,洪山区,919,902667.5035,3819391.12,903667.5035,3818391.12,0,0,0,0
420111,洪山区,920,902667.5035,3818391.12,903667.5035,3817391.12,0,0,0,0
